Time_[s],Count_Rate_Channel_1_[kCounts/s]
13.35044,440.00000
13.35144,447.00000
13.35244,452.00000
13.35344,492.00000
13.35444,866.00000
13.35545,1238.00000
13.35645,1660.00000
13.35745,1529.00000
13.35845,1398.00000
13.35945,2345.00000
13.36045,1418.00000
13.36145,1017.00000
13.36245,902.00000
13.36345,551.00000
13.36446,451.00000
13.36546,436.00000
13.36646,447.00000
13.36746,430.00000
13.36846,406.00000
13.36946,446.00000
13.37046,420.00000
13.37146,426.00000
13.37246,388.00000
13.37347,372.00000
13.37447,447.00000
13.37547,432.00000
13.37647,410.00000
13.37747,379.00000
13.37847,447.00000
13.37947,393.00000
13.38047,437.00000
13.38148,455.00000
13.38248,422.00000
13.38348,433.00000
13.38448,428.00000
13.38548,444.00000
13.38648,437.00000
13.38748,480.00000
13.38848,479.00000
13.38948,663.00000
13.39049,703.00000
13.39149,462.00000
13.39249,538.00000
13.39349,578.00000
13.39449,613.00000
13.39549,517.00000
13.39649,477.00000
13.39749,462.00000
13.39850,427.00000
13.39950,436.00000
13.40050,457.00000
13.40150,528.00000
13.40250,1223.00000
13.40350,1274.00000
13.40450,968.00000
13.40550,713.00000
13.40650,702.00000
13.40751,595.00000
13.40851,718.00000
13.40951,862.00000
13.41051,929.00000
13.41151,745.00000
13.41251,639.00000
13.41351,512.00000
13.41451,497.00000
13.41551,499.00000
13.41652,424.00000
13.41752,455.00000
13.41852,453.00000
13.41952,435.00000
13.42052,473.00000
13.42152,411.00000
13.42252,416.00000
13.42352,469.00000
13.42453,401.00000
13.42553,419.00000
13.42653,425.00000
13.42753,431.00000
13.42853,440.00000
13.42953,496.00000
13.43053,466.00000
13.43153,494.00000
13.43253,459.00000
13.43354,499.00000
13.43454,462.00000
13.43554,407.00000
13.43654,388.00000
13.43754,398.00000
13.43854,437.00000
13.43954,401.00000
13.44054,405.00000
13.44154,427.00000
13.44255,402.00000
13.44355,406.00000
13.44455,387.00000
13.44555,401.00000
13.44655,423.00000
13.44755,397.00000
13.44855,389.00000
13.44955,385.00000
13.45056,381.00000
13.45156,382.00000
13.45256,397.00000
13.45356,433.00000
13.45456,400.00000
13.45556,413.00000
13.45656,435.00000
13.45756,464.00000
13.45856,439.00000
13.45957,416.00000
13.46057,415.00000
13.46157,383.00000
13.46257,395.00000
13.46357,393.00000
13.46457,394.00000
13.46557,383.00000
13.46657,399.00000
13.46757,380.00000
13.46858,424.00000
13.46958,474.00000
13.47058,429.00000
13.47158,368.00000
13.47258,389.00000
13.47358,395.00000
13.47458,403.00000
13.47558,356.00000
13.47659,365.00000
13.47759,389.00000
13.47859,378.00000
13.47959,375.00000
13.48059,349.00000
13.48159,365.00000
13.48259,387.00000
13.48359,425.00000
13.48459,396.00000
13.48560,390.00000
13.48660,363.00000
13.48760,374.00000
13.48860,406.00000
13.48960,351.00000
13.49060,398.00000
13.49160,411.00000
13.49260,405.00000
13.49361,369.00000
13.49461,428.00000
13.49561,397.00000
13.49661,388.00000
13.49761,381.00000
13.49861,386.00000
13.49961,405.00000
13.50061,422.00000
13.50161,390.00000
13.50262,393.00000
13.50362,380.00000
13.50462,427.00000
13.50562,397.00000
13.50662,440.00000
13.50762,427.00000
13.50862,390.00000
13.50962,372.00000
13.51062,399.00000
13.51163,398.00000
13.51263,403.00000
13.51363,444.00000
13.51463,421.00000
13.51563,398.00000
13.51663,385.00000
13.51763,394.00000
13.51863,443.00000
13.51964,439.00000
13.52064,400.00000
13.52164,393.00000
13.52264,392.00000
13.52364,436.00000
13.52464,412.00000
13.52564,409.00000
13.52664,413.00000
13.52764,391.00000
13.52865,398.00000
13.52965,401.00000
13.53065,400.00000
13.53165,387.00000
13.53265,448.00000
13.53365,388.00000
13.53465,424.00000
13.53565,368.00000
13.53665,399.00000
13.53766,372.00000
13.53866,380.00000
13.53966,392.00000
13.54066,376.00000
13.54166,406.00000
13.54266,410.00000
13.54366,418.00000
13.54466,397.00000
13.54567,419.00000
13.54667,423.00000
13.54767,411.00000
13.54867,383.00000
13.54967,385.00000
13.55067,377.00000
13.55167,436.00000
13.55267,407.00000
13.55367,440.00000
13.55468,422.00000
13.55568,354.00000
13.55668,375.00000
13.55768,387.00000
13.55868,407.00000
13.55968,397.00000
13.56068,387.00000
13.56168,412.00000
13.56268,393.00000
13.56369,394.00000
13.56469,392.00000
13.56569,396.00000
13.56669,383.00000
13.56769,414.00000
13.56869,397.00000
13.56969,410.00000
13.57069,406.00000
13.57170,427.00000
13.57270,406.00000
13.57370,384.00000
13.57470,376.00000
13.57570,401.00000
13.57670,377.00000
13.57770,390.00000
13.57870,408.00000
13.57970,432.00000
13.58071,399.00000
13.58171,363.00000
13.58271,435.00000
13.58371,420.00000
13.58471,382.00000
13.58571,381.00000
13.58671,443.00000
13.58771,457.00000
13.58872,428.00000
13.58972,427.00000
13.59072,469.00000
13.59172,431.00000
13.59272,441.00000
13.59372,397.00000
13.59472,373.00000
13.59572,429.00000
13.59672,453.00000
13.59773,448.00000
13.59873,406.00000
13.59973,411.00000
13.60073,426.00000
13.60173,468.00000
13.60273,424.00000
13.60373,452.00000
13.60473,450.00000
13.60573,453.00000
13.60674,456.00000
13.60774,408.00000
13.60874,474.00000
13.60974,442.00000
13.61074,425.00000
13.61174,414.00000
13.61274,432.00000
13.61374,376.00000
13.61475,440.00000
13.61575,428.00000
13.61675,432.00000
13.61775,395.00000
13.61875,380.00000
13.61975,397.00000
13.62075,366.00000
13.62175,395.00000
13.62275,379.00000
13.62376,400.00000
13.62476,450.00000
13.62576,410.00000
13.62676,395.00000
13.62776,392.00000
13.62876,413.00000
13.62976,373.00000
13.63076,382.00000
13.63176,448.00000
13.63277,430.00000
13.63377,463.00000
13.63477,468.00000
13.63577,479.00000
13.63677,462.00000
13.63777,478.00000
13.63877,501.00000
13.63977,419.00000
13.64078,460.00000
13.64178,438.00000
13.64278,440.00000
13.64378,447.00000
13.64478,392.00000
13.64578,404.00000
13.64678,404.00000
13.64778,396.00000
13.64878,422.00000
13.64979,359.00000
13.65079,390.00000
13.65179,391.00000
13.65279,375.00000
13.65379,414.00000
13.65479,420.00000
13.65579,419.00000
13.65679,384.00000
13.65779,413.00000
13.65880,431.00000
13.65980,424.00000
13.66080,471.00000
13.66180,447.00000
13.66280,403.00000
13.66380,481.00000
13.66480,471.00000
13.66580,499.00000
13.66681,496.00000
13.66781,462.00000
13.66881,431.00000
13.66981,414.00000
13.67081,453.00000
13.67181,413.00000
13.67281,499.00000
13.67381,495.00000
13.67481,393.00000
13.67582,408.00000
13.67682,412.00000
13.67782,377.00000
13.67882,389.00000
13.67982,388.00000
13.68082,397.00000
13.68182,430.00000
13.68282,452.00000
13.68383,464.00000
13.68483,425.00000
13.68583,520.00000
13.68683,560.00000
13.68783,507.00000
13.68883,507.00000
13.68983,487.00000
13.69083,527.00000
13.69183,523.00000
13.69284,477.00000
13.69384,482.00000
13.69484,498.00000
13.69584,439.00000
13.69684,442.00000
13.69784,519.00000
13.69884,450.00000
13.69984,412.00000
13.70084,383.00000
13.70185,376.00000
13.70285,341.00000
13.70385,398.00000
13.70485,388.00000
13.70585,419.00000
13.70685,427.00000
13.70785,420.00000
13.70885,413.00000
13.70986,377.00000
13.71086,370.00000
13.71186,387.00000
13.71286,379.00000
13.71386,369.00000
13.71486,374.00000
13.71586,400.00000
13.71686,392.00000
13.71786,386.00000
13.71887,413.00000
13.71987,419.00000
13.72087,392.00000
13.72187,401.00000
13.72287,394.00000
13.72387,408.00000
13.72487,379.00000
13.72587,390.00000
13.72687,402.00000
13.72788,359.00000
13.72888,396.00000
13.72988,332.00000
13.73088,364.00000
13.73188,406.00000
13.73288,401.00000
13.73388,419.00000
13.73488,363.00000
13.73589,378.00000
13.73689,369.00000
13.73789,414.00000
13.73889,391.00000
13.73989,407.00000
13.74089,390.00000
13.74189,421.00000
13.74289,455.00000
13.74389,489.00000
13.74490,468.00000
13.74590,508.00000
13.74690,454.00000
13.74790,437.00000
13.74890,454.00000
13.74990,422.00000
13.75090,421.00000
13.75190,394.00000
13.75290,433.00000
13.75391,399.00000
13.75491,400.00000
13.75591,411.00000
13.75691,398.00000
13.75791,388.00000
13.75891,458.00000
13.75991,416.00000
13.76091,439.00000
13.76192,423.00000
13.76292,446.00000
13.76392,457.00000
13.76492,461.00000
13.76592,452.00000
13.76692,399.00000
13.76792,478.00000
13.76892,468.00000
13.76992,491.00000
13.77093,482.00000
13.77193,418.00000
13.77293,426.00000
13.77393,510.00000
13.77493,533.00000
13.77593,540.00000
13.77693,517.00000
13.77793,480.00000
13.77894,459.00000
13.77994,372.00000
13.78094,433.00000
13.78194,441.00000
13.78294,449.00000
13.78394,443.00000
13.78494,501.00000
13.78594,529.00000
13.78694,474.00000
13.78795,504.00000
13.78895,500.00000
13.78995,580.00000
13.79095,559.00000
13.79195,513.00000
13.79295,509.00000
13.79395,597.00000
13.79495,677.00000
13.79595,634.00000
13.79696,674.00000
13.79796,668.00000
13.79896,513.00000
13.79996,482.00000
13.80096,438.00000
13.80196,494.00000
13.80296,593.00000
13.80396,685.00000
13.80497,493.00000
13.80597,591.00000
13.80697,631.00000
13.80797,735.00000
13.80897,706.00000
13.80997,742.00000
13.81097,748.00000
13.81197,494.00000
13.81297,470.00000
13.81398,464.00000
13.81498,469.00000
13.81598,489.00000
13.81698,423.00000
13.81798,406.00000
13.81898,383.00000
13.81998,402.00000
13.82098,450.00000
13.82198,393.00000
13.82299,435.00000
13.82399,421.00000
13.82499,394.00000
13.82599,476.00000
13.82699,433.00000
13.82799,469.00000
13.82899,459.00000
13.82999,479.00000
13.83100,477.00000
13.83200,461.00000
13.83300,412.00000
13.83400,461.00000
13.83500,458.00000
13.83600,455.00000
13.83700,425.00000
13.83800,467.00000
13.83900,446.00000
13.84001,431.00000
13.84101,451.00000
13.84201,492.00000
13.84301,506.00000
13.84401,474.00000
13.84501,444.00000
13.84601,460.00000
13.84701,518.00000
13.84801,539.00000
13.84902,529.00000
13.85002,498.00000
13.85102,439.00000
13.85202,511.00000
13.85302,450.00000
13.85402,426.00000
13.85502,504.00000
13.85602,500.00000
13.85703,472.00000
13.85803,477.00000
13.85903,406.00000
13.86003,439.00000
13.86103,407.00000
13.86203,446.00000
13.86303,487.00000
13.86403,461.00000
13.86503,545.00000
13.86604,542.00000
13.86704,523.00000
13.86804,468.00000
13.86904,437.00000
13.87004,473.00000
13.87104,456.00000
13.87204,429.00000
13.87304,459.00000
13.87405,463.00000
13.87505,504.00000
13.87605,412.00000
13.87705,538.00000
13.87805,479.00000
13.87905,430.00000
13.88005,472.00000
13.88105,503.00000
13.88205,441.00000
13.88306,530.00000
13.88406,476.00000
13.88506,497.00000
13.88606,526.00000
13.88706,523.00000
13.88806,618.00000
13.88906,706.00000
13.89006,648.00000
13.89106,692.00000
13.89207,648.00000
13.89307,698.00000
13.89407,494.00000
13.89507,431.00000
13.89607,443.00000
13.89707,429.00000
13.89807,393.00000
13.89907,435.00000
13.90008,415.00000
13.90108,418.00000
13.90208,453.00000
13.90308,444.00000
13.90408,432.00000
13.90508,424.00000
13.90608,466.00000
13.90708,453.00000
13.90808,409.00000
13.90909,399.00000
13.91009,388.00000
13.91109,444.00000
13.91209,423.00000
13.91309,420.00000
13.91409,424.00000
13.91509,463.00000
13.91609,428.00000
13.91709,485.00000
13.91810,462.00000
13.91910,505.00000
13.92010,489.00000
13.92110,520.00000
13.92210,493.00000
13.92310,459.00000
13.92410,486.00000
13.92510,463.00000
13.92611,425.00000
13.92711,447.00000
13.92811,451.00000
13.92911,402.00000
13.93011,441.00000
13.93111,409.00000
13.93211,462.00000
13.93311,385.00000
13.93411,441.00000
13.93512,450.00000
13.93612,442.00000
13.93712,446.00000
13.93812,427.00000
13.93912,437.00000
13.94012,428.00000
13.94112,434.00000
13.94212,398.00000
13.94312,427.00000
13.94413,411.00000
13.94513,396.00000
13.94613,386.00000
13.94713,382.00000
13.94813,344.00000
13.94913,384.00000
13.95013,397.00000
13.95113,383.00000
13.95214,389.00000
13.95314,381.00000
13.95414,413.00000
13.95514,386.00000
13.95614,347.00000
13.95714,400.00000
13.95814,400.00000
13.95914,398.00000
13.96014,409.00000
13.96115,388.00000
13.96215,417.00000
13.96315,399.00000
13.96415,409.00000
13.96515,394.00000
13.96615,363.00000
13.96715,410.00000
13.96815,379.00000
13.96916,396.00000
13.97016,395.00000
13.97116,368.00000
13.97216,413.00000
13.97316,417.00000
13.97416,399.00000
13.97516,422.00000
13.97616,428.00000
13.97716,363.00000
13.97817,391.00000
13.97917,391.00000
13.98017,459.00000
13.98117,450.00000
13.98217,402.00000
13.98317,426.00000
13.98417,433.00000
13.98517,475.00000
13.98617,423.00000
13.98718,456.00000
13.98818,468.00000
13.98918,379.00000
13.99018,430.00000
13.99118,397.00000
13.99218,396.00000
13.99318,405.00000
13.99418,386.00000
13.99519,382.00000
13.99619,408.00000
13.99719,409.00000
13.99819,418.00000
13.99919,386.00000
14.00019,425.00000
14.00119,449.00000
14.00219,397.00000
14.00319,397.00000
14.00420,361.00000
14.00520,391.00000
14.00620,391.00000
14.00720,434.00000
14.00820,402.00000
14.00920,453.00000
14.01020,451.00000
14.01120,421.00000
14.01220,403.00000
14.01321,460.00000
14.01421,437.00000
14.01521,404.00000
14.01621,394.00000
14.01721,413.00000
14.01821,394.00000
14.01921,434.00000
14.02021,401.00000
14.02122,394.00000
14.02222,412.00000
14.02322,386.00000
14.02422,403.00000
14.02522,412.00000
14.02622,389.00000
14.02722,407.00000
14.02822,409.00000
14.02922,388.00000
14.03023,391.00000
14.03123,414.00000
14.03223,377.00000
14.03323,383.00000
14.03423,393.00000
14.03523,397.00000
14.03623,400.00000
14.03723,415.00000
14.03823,475.00000
14.03924,425.00000
14.04024,389.00000
14.04124,371.00000
14.04224,391.00000
14.04324,398.00000
14.04424,397.00000
14.04524,383.00000
14.04624,395.00000
14.04725,395.00000
14.04825,401.00000
14.04925,408.00000
14.05025,407.00000
14.05125,409.00000
14.05225,407.00000
14.05325,386.00000
14.05425,429.00000
14.05525,391.00000
14.05626,400.00000
14.05726,397.00000
14.05826,402.00000
14.05926,431.00000
14.06026,439.00000
14.06126,446.00000
14.06226,438.00000
14.06326,455.00000
14.06427,415.00000
14.06527,424.00000
14.06627,419.00000
14.06727,410.00000
14.06827,442.00000
14.06927,395.00000
14.07027,417.00000
14.07127,396.00000
14.07227,368.00000
14.07328,370.00000
14.07428,440.00000
14.07528,416.00000
14.07628,375.00000
14.07728,386.00000
14.07828,393.00000
14.07928,457.00000
14.08028,415.00000
14.08128,427.00000
14.08229,429.00000
14.08329,454.00000
14.08429,427.00000
14.08529,398.00000
14.08629,428.00000
14.08729,380.00000
14.08829,450.00000
14.08929,465.00000
14.09030,434.00000
14.09130,413.00000
14.09230,415.00000
14.09330,429.00000
14.09430,421.00000
14.09530,428.00000
14.09630,440.00000
14.09730,419.00000
14.09830,418.00000
14.09931,427.00000
14.10031,404.00000
14.10131,431.00000
14.10231,425.00000
14.10331,442.00000
14.10431,408.00000
14.10531,413.00000
14.10631,425.00000
14.10731,404.00000
14.10832,419.00000
14.10932,403.00000
14.11032,412.00000
14.11132,403.00000
14.11232,416.00000
14.11332,433.00000
14.11432,410.00000
14.11532,408.00000
14.11633,374.00000
14.11733,415.00000
14.11833,360.00000
14.11933,381.00000
14.12033,379.00000
14.12133,420.00000
14.12233,389.00000
14.12333,368.00000
14.12433,417.00000
14.12534,413.00000
14.12634,379.00000
14.12734,370.00000
14.12834,430.00000
14.12934,404.00000
14.13034,368.00000
14.13134,386.00000
14.13234,438.00000
14.13334,419.00000
14.13435,398.00000
14.13535,443.00000
14.13635,435.00000
14.13735,401.00000
14.13835,453.00000
14.13935,488.00000
14.14035,421.00000
14.14135,433.00000
14.14236,464.00000
14.14336,438.00000
14.14436,427.00000
14.14536,441.00000
14.14636,467.00000
14.14736,493.00000
14.14836,444.00000
14.14936,435.00000
14.15036,438.00000
14.15137,461.00000
14.15237,443.00000
14.15337,383.00000
14.15437,417.00000
14.15537,449.00000
14.15637,458.00000
14.15737,466.00000
14.15837,478.00000
14.15938,541.00000
14.16038,481.00000
14.16138,497.00000
14.16238,532.00000
14.16338,536.00000
14.16438,528.00000
14.16538,536.00000
14.16638,567.00000
14.16738,557.00000
14.16839,507.00000
14.16939,508.00000
14.17039,502.00000
14.17139,547.00000
14.17239,587.00000
14.17339,576.00000
14.17439,750.00000
14.17539,696.00000
14.17639,970.00000
14.17740,949.00000
14.17840,926.00000
14.17940,552.00000
14.18040,664.00000
14.18140,560.00000
14.18240,1027.00000
14.18340,880.00000
14.18440,1026.00000
14.18541,3529.00000
14.18641,2280.00000
14.18741,3142.00000
14.18841,2032.00000
14.18941,1190.00000
14.19041,492.00000
14.19141,494.00000
14.19241,428.00000
14.19341,467.00000
14.19442,416.00000
14.19542,445.00000
14.19642,450.00000
14.19742,416.00000
14.19842,439.00000
14.19942,377.00000
14.20042,444.00000
14.20142,407.00000
14.20242,419.00000
14.20343,399.00000
14.20443,373.00000
14.20543,407.00000
14.20643,482.00000
14.20743,474.00000
14.20843,465.00000
14.20943,437.00000
14.21043,489.00000
14.21144,525.00000
14.21244,482.00000
14.21344,446.00000
14.21444,423.00000
14.21544,453.00000
14.21644,464.00000
14.21744,433.00000
14.21844,399.00000
14.21944,408.00000
14.22045,467.00000
14.22145,409.00000
14.22245,450.00000
14.22345,400.00000
14.22445,432.00000
14.22545,459.00000
14.22645,453.00000
14.22745,441.00000
14.22845,410.00000
14.22946,464.00000
14.23046,431.00000
14.23146,431.00000
14.23246,454.00000
14.23346,436.00000
14.23446,444.00000
14.23546,441.00000
14.23646,422.00000
14.23747,466.00000
14.23847,453.00000
14.23947,516.00000
14.24047,480.00000
14.24147,484.00000
14.24247,415.00000
14.24347,451.00000
14.24447,425.00000
14.24547,415.00000
14.24648,432.00000
14.24748,446.00000
14.24848,480.00000
14.24948,470.00000
14.25048,503.00000
14.25148,433.00000
14.25248,459.00000
14.25348,428.00000
14.25449,491.00000
14.25549,444.00000
14.25649,445.00000
14.25749,459.00000
14.25849,456.00000
14.25949,467.00000
14.26049,475.00000
14.26149,483.00000
14.26249,493.00000
14.26350,483.00000
14.26450,504.00000
14.26550,488.00000
14.26650,463.00000
14.26750,508.00000
14.26850,497.00000
14.26950,497.00000
14.27050,489.00000
14.27150,505.00000
14.27251,510.00000
14.27351,520.00000
14.27451,638.00000
14.27551,744.00000
14.27651,768.00000
14.27751,1403.00000
14.27851,612.00000
14.27951,3123.00000
14.28052,1537.00000
14.28152,1592.00000
14.28252,2946.00000
14.28352,1515.00000
14.28452,1145.00000
14.28552,658.00000
14.28652,1648.00000
14.28752,5130.00000
14.28852,9918.00000
14.28953,13221.00000
14.29053,12982.00000
14.29153,6999.00000
14.29253,9800.00000
14.29353,9288.00000
14.29453,5994.00000
14.29553,2850.00000
14.29653,713.00000
14.29753,475.00000
14.29854,522.00000
14.29954,507.00000
14.30054,521.00000
14.30154,495.00000
14.30254,458.00000
14.30354,480.00000
14.30454,474.00000
14.30554,456.00000
14.30655,465.00000
14.30755,429.00000
14.30855,439.00000
14.30955,456.00000
14.31055,468.00000
14.31155,435.00000
14.31255,471.00000
14.31355,414.00000
14.31455,392.00000
14.31556,423.00000
14.31656,429.00000
14.31756,450.00000
14.31856,476.00000
14.31956,487.00000
14.32056,439.00000
14.32156,441.00000
14.32256,422.00000
14.32356,462.00000
14.32457,445.00000
14.32557,400.00000
14.32657,436.00000
14.32757,408.00000
14.32857,388.00000
14.32957,403.00000
14.33057,425.00000
14.33157,429.00000
14.33258,448.00000
14.33358,412.00000
14.33458,398.00000
14.33558,393.00000
14.33658,412.00000
14.33758,414.00000
14.33858,391.00000
14.33958,399.00000
14.34058,396.00000
14.34159,386.00000
14.34259,396.00000
14.34359,375.00000
14.34459,403.00000
14.34559,395.00000
14.34659,398.00000
14.34759,350.00000
14.34859,383.00000
14.34960,415.00000
14.35060,350.00000
14.35160,366.00000
14.35260,342.00000
14.35360,360.00000
14.35460,362.00000
14.35560,406.00000
14.35660,368.00000
14.35760,393.00000
14.35861,367.00000
14.35961,384.00000
14.36061,388.00000
14.36161,374.00000
14.36261,387.00000
14.36361,395.00000
14.36461,395.00000
14.36561,420.00000
14.36661,378.00000
14.36762,377.00000
14.36862,367.00000
14.36962,383.00000
14.37062,405.00000
14.37162,387.00000
14.37262,373.00000
14.37362,364.00000
14.37462,403.00000
14.37563,359.00000
14.37663,404.00000
14.37763,378.00000
14.37863,397.00000
14.37963,368.00000
14.38063,387.00000
14.38163,392.00000
14.38263,416.00000
14.38363,386.00000
14.38464,385.00000
14.38564,401.00000
14.38664,377.00000
14.38764,377.00000
14.38864,347.00000
14.38964,401.00000
14.39064,374.00000
14.39164,395.00000
14.39264,349.00000
14.39365,445.00000
14.39465,373.00000
14.39565,360.00000
14.39665,403.00000
14.39765,383.00000
14.39865,380.00000
14.39965,385.00000
14.40065,355.00000
14.40166,377.00000
14.40266,381.00000
14.40366,383.00000
14.40466,392.00000
14.40566,393.00000
14.40666,367.00000
14.40766,366.00000
14.40866,394.00000
14.40966,363.00000
14.41067,382.00000
14.41167,368.00000
14.41267,391.00000
14.41367,372.00000
14.41467,389.00000
14.41567,397.00000
14.41667,377.00000
14.41767,423.00000
14.41867,394.00000
14.41968,400.00000
14.42068,391.00000
14.42168,369.00000
14.42268,377.00000
14.42368,389.00000
14.42468,363.00000
14.42568,368.00000
14.42668,392.00000
14.42769,383.00000
14.42869,395.00000
14.42969,349.00000
14.43069,387.00000
14.43169,390.00000
14.43269,363.00000
14.43369,359.00000
14.43469,388.00000
14.43569,354.00000
14.43670,374.00000
14.43770,374.00000
14.43870,376.00000
14.43970,391.00000
14.44070,382.00000
14.44170,386.00000
14.44270,342.00000
14.44370,383.00000
14.44470,372.00000
14.44571,395.00000
14.44671,373.00000
14.44771,357.00000
14.44871,397.00000
14.44971,370.00000
14.45071,361.00000
14.45171,392.00000
14.45271,375.00000
14.45372,386.00000
14.45472,409.00000
14.45572,379.00000
14.45672,390.00000
14.45772,392.00000
14.45872,366.00000
14.45972,362.00000
14.46072,407.00000
14.46172,379.00000
14.46273,353.00000
14.46373,387.00000
14.46473,413.00000
14.46573,405.00000
14.46673,387.00000
14.46773,367.00000
14.46873,398.00000
14.46973,392.00000
14.47074,399.00000
14.47174,373.00000
14.47274,372.00000
14.47374,394.00000
14.47474,386.00000
14.47574,392.00000
14.47674,379.00000
14.47774,395.00000
14.47874,398.00000
14.47975,400.00000
14.48075,362.00000
14.48175,363.00000
14.48275,369.00000
14.48375,419.00000
14.48475,365.00000
14.48575,397.00000
14.48675,377.00000
14.48775,407.00000
14.48876,372.00000
14.48976,401.00000
14.49076,398.00000
14.49176,377.00000
14.49276,358.00000
14.49376,418.00000
14.49476,383.00000
14.49576,361.00000
14.49677,388.00000
14.49777,340.00000
14.49877,368.00000
14.49977,375.00000
14.50077,386.00000
14.50177,410.00000
14.50277,390.00000
14.50377,365.00000
14.50477,351.00000
14.50578,388.00000
14.50678,373.00000
14.50778,357.00000
14.50878,426.00000
14.50978,397.00000
14.51078,427.00000
14.51178,401.00000
14.51278,421.00000
14.51378,403.00000
14.51479,438.00000
14.51579,376.00000
14.51679,412.00000
14.51779,385.00000
14.51879,407.00000
14.51979,392.00000
14.52079,392.00000
14.52179,381.00000
14.52280,415.00000
14.52380,385.00000
14.52480,378.00000
14.52580,376.00000
14.52680,402.00000
14.52780,382.00000
14.52880,400.00000
14.52980,360.00000
14.53080,359.00000
14.53181,363.00000
14.53281,353.00000
14.53381,361.00000
14.53481,363.00000
14.53581,339.00000
14.53681,367.00000
14.53781,367.00000
14.53881,334.00000
14.53981,377.00000
14.54082,380.00000
14.54182,364.00000
14.54282,374.00000
14.54382,384.00000
14.54482,376.00000
14.54582,363.00000
14.54682,366.00000
14.54782,409.00000
14.54883,395.00000
14.54983,365.00000
14.55083,362.00000
14.55183,382.00000
14.55283,390.00000
14.55383,387.00000
14.55483,340.00000
14.55583,381.00000
14.55683,389.00000
14.55784,345.00000
14.55884,368.00000
14.55984,346.00000
14.56084,346.00000
14.56184,375.00000
14.56284,355.00000
14.56384,408.00000
14.56484,361.00000
14.56585,354.00000
14.56685,363.00000
14.56785,394.00000
14.56885,407.00000
14.56985,360.00000
14.57085,339.00000
14.57185,359.00000
14.57285,343.00000
14.57385,376.00000
14.57486,377.00000
14.57586,387.00000
14.57686,363.00000
14.57786,375.00000
14.57886,361.00000
14.57986,337.00000
14.58086,369.00000
14.58186,378.00000
14.58286,363.00000
14.58387,346.00000
14.58487,384.00000
14.58587,356.00000
14.58687,382.00000
14.58787,380.00000
14.58887,354.00000
14.58987,384.00000
14.59087,396.00000
14.59188,389.00000
14.59288,384.00000
14.59388,381.00000
14.59488,366.00000
14.59588,397.00000
14.59688,379.00000
14.59788,400.00000
14.59888,382.00000
14.59988,378.00000
14.60089,433.00000
14.60189,406.00000
14.60289,374.00000
14.60389,365.00000
14.60489,391.00000
14.60589,365.00000
14.60689,367.00000
14.60789,413.00000
14.60889,391.00000
14.60990,420.00000
14.61090,405.00000
14.61190,402.00000
14.61290,410.00000
14.61390,402.00000
14.61490,389.00000
14.61590,405.00000
14.61690,379.00000
14.61791,383.00000
14.61891,407.00000
14.61991,360.00000
14.62091,382.00000
14.62191,390.00000
14.62291,369.00000
14.62391,363.00000
14.62491,372.00000
14.62591,369.00000
14.62692,389.00000
14.62792,364.00000
14.62892,329.00000
14.62992,356.00000
14.63092,400.00000
14.63192,366.00000
14.63292,378.00000
14.63392,372.00000
14.63492,389.00000
14.63593,373.00000
14.63693,397.00000
14.63793,404.00000
14.63893,354.00000
14.63993,379.00000
14.64093,371.00000
14.64193,383.00000
14.64293,392.00000
14.64394,395.00000
14.64494,356.00000
14.64594,411.00000
14.64694,348.00000
14.64794,404.00000
14.64894,400.00000
14.64994,391.00000
14.65094,376.00000
14.65194,349.00000
14.65295,387.00000
14.65395,364.00000
14.65495,400.00000
14.65595,369.00000
14.65695,398.00000
14.65795,357.00000
14.65895,380.00000
14.65995,420.00000
14.66096,362.00000
14.66196,406.00000
14.66296,357.00000
14.66396,363.00000
14.66496,336.00000
14.66596,376.00000
14.66696,356.00000
14.66796,383.00000
14.66896,397.00000
14.66997,371.00000
14.67097,391.00000
14.67197,370.00000
14.67297,403.00000
14.67397,375.00000
14.67497,384.00000
14.67597,395.00000
14.67697,373.00000
14.67797,363.00000
14.67898,375.00000
14.67998,387.00000
14.68098,374.00000
14.68198,428.00000
14.68298,389.00000
14.68398,417.00000
14.68498,393.00000
14.68598,378.00000
14.68699,385.00000
14.68799,380.00000
14.68899,359.00000
14.68999,380.00000
14.69099,388.00000
14.69199,378.00000
14.69299,409.00000
14.69399,371.00000
14.69499,397.00000
14.69600,385.00000
14.69700,388.00000
14.69800,384.00000
14.69900,401.00000
14.70000,379.00000
14.70100,354.00000
14.70200,368.00000
14.70300,392.00000
14.70400,337.00000
14.70501,383.00000
14.70601,393.00000
14.70701,394.00000
14.70801,398.00000
14.70901,408.00000
14.71001,325.00000
14.71101,404.00000
14.71201,401.00000
14.71302,397.00000
14.71402,419.00000
14.71502,413.00000
14.71602,373.00000
14.71702,345.00000
14.71802,387.00000
14.71902,382.00000
14.72002,383.00000
14.72102,374.00000
14.72203,353.00000
14.72303,407.00000
14.72403,376.00000
14.72503,363.00000
14.72603,354.00000
14.72703,386.00000
14.72803,360.00000
14.72903,410.00000
14.73003,409.00000
14.73104,371.00000
14.73204,386.00000
14.73304,366.00000
14.73404,366.00000
14.73504,398.00000
14.73604,409.00000
14.73704,355.00000
14.73804,368.00000
14.73905,383.00000
14.74005,379.00000
14.74105,394.00000
14.74205,426.00000
14.74305,346.00000
14.74405,344.00000
